year,BAI,BAIserror,sp_code,elev_code
2013,2.82565211777679,0.277984993498868,nigra,low
2014,1.55973072558902,0.141860966053459,nigra,low
2015,2.01110032408542,0.16520229462343,nigra,low
2016,0.900480123309292,0.0782898484235428,nigra,low
2017,2.01981120871748,0.166079961661408,nigra,low
2018,2.27829413671463,0.185405402423622,nigra,low
2019,1.4811913652118,0.124081667320793,nigra,low
2020,3.40810555399333,0.236113256679273,nigra,low
2021,2.94018425687141,0.234230764852167,nigra,low
1959,0.0362848340889142,0.0095952248487484,nigra,medium
1960,0.0637899079437459,0.0144752251610497,nigra,medium
1961,0.117896887433605,0.0212052241238758,nigra,medium
1962,0.282815005893044,0.0526048736645155,nigra,medium
1963,0.682081374908242,0.11062755545739,nigra,medium
1964,1.17278986657366,0.173017213103455,nigra,medium
1965,0.991935904806018,0.12886625860406,nigra,medium
1966,1.55880515677442,0.189235171293906,nigra,medium
1967,1.76822155315861,0.197214020177735,nigra,medium
1968,1.66648901480452,0.156000086399642,nigra,medium
1969,2.31655050485249,0.207373146492881,nigra,medium
1970,2.49443203316683,0.243098157610018,nigra,medium
1971,2.77713480274842,0.229985843196402,nigra,medium
1972,2.48649204789574,0.206025944964012,nigra,medium
1973,2.57449625967217,0.229883948698743,nigra,medium
1974,2.53577594257403,0.206735979319597,nigra,medium
1975,2.43435098319667,0.202338160907665,nigra,medium
1976,2.41619564843531,0.175440227060193,nigra,medium
1977,2.88892311197341,0.222735147362683,nigra,medium
1978,4.02045874194025,0.305548611144108,nigra,medium
1979,3.81060359396182,0.280106208959807,nigra,medium
1980,2.78132962372004,0.212254261339357,nigra,medium
1981,1.47492712964747,0.124307426284645,nigra,medium
1982,1.63801034128322,0.130064965500356,nigra,medium
1983,1.26078582065461,0.107918310415699,nigra,medium
1984,2.05424544213121,0.187346673212098,nigra,medium
1985,2.21606953402424,0.217677164644909,nigra,medium
1986,1.29773819606313,0.123746465393381,nigra,medium
1987,0.636289020673874,0.0736932003412949,nigra,medium
1988,0.973712538794451,0.0950074264862726,nigra,medium
1989,1.59250374297292,0.132859586387962,nigra,medium
1990,3.10700029238676,0.284703293230927,nigra,medium
1991,1.81561810831113,0.192564414943077,nigra,medium
1992,1.32759105296533,0.127581297820557,nigra,medium
1993,1.40310702898236,0.135412071611597,nigra,medium
1994,0.411660684018418,0.04931909282373,nigra,medium
1995,0.447584492804782,0.0571177319118171,nigra,medium
1996,1.43001419522128,0.176347454490533,nigra,medium
1997,2.14221259388423,0.250851708144303,nigra,medium
1998,1.48745571824976,0.200199581854237,nigra,medium
1999,0.321641501144452,0.0428243257249898,nigra,medium
2000,1.05754316295571,0.112642408983258,nigra,medium
2001,1.13493100689848,0.123732972027655,nigra,medium
2002,1.03176849858463,0.116767451950924,nigra,medium
2003,1.24220335289393,0.131067580734978,nigra,medium
2004,0.9351283021886,0.132712524895288,nigra,medium
2005,0.230616702320378,0.0375781791113542,nigra,medium
2006,0.593571177058047,0.0739026680551571,nigra,medium
2007,0.505955214652329,0.0649579422166232,nigra,medium
2008,0.271496837752177,0.0431788359228826,nigra,medium
2009,1.15231839644559,0.139202813781077,nigra,medium
2010,2.02461780577901,0.256333539773279,nigra,medium
2011,2.10813897714665,0.271072798544934,nigra,medium
2012,0.31621457422997,0.0375896698004778,nigra,medium
2013,0.721638503810864,0.0885419490674182,nigra,medium
2014,0.368021892519359,0.0497032274824703,nigra,medium
2015,0.719911743787803,0.0820542684146229,nigra,medium
2016,0.327326047678144,0.0403910648121205,nigra,medium
2017,0.908981986111376,0.0960806867078367,nigra,medium
1970,1.0469236104629,0.4907775466705,nigra,high
1971,0.962444185566271,0.408707988516648,nigra,high
1972,1.31654988277025,0.352848640496789,nigra,high
1973,1.36131652892087,0.31621396638957,nigra,high
1974,1.25311664493593,0.238116699406367,nigra,high
1975,1.72083571013847,0.309704788555688,nigra,high
1976,2.36611531152333,0.401526998258386,nigra,high
1977,2.79514176283004,0.438656593430782,nigra,high
1978,3.39474322330257,0.487545363401272,nigra,high
1979,3.85655508094277,0.543257893599861,nigra,high
1980,3.73874289538117,0.445222815028061,nigra,high
1981,2.44468836840373,0.288783370494036,nigra,high
1982,2.64538727147786,0.28560284943684,nigra,high
1983,2.52356867091167,0.25249373502587,nigra,high
1984,3.39040655481206,0.306313167496494,nigra,high
1985,4.01720133682542,0.346715907883859,nigra,high
1986,4.00824072093648,0.364316135176503,nigra,high
1987,3.48800509413616,0.326881802801685,nigra,high
1988,4.40985905299195,0.408411820862669,nigra,high
1989,5.76017748369039,0.551498315558075,nigra,high
1990,7.27078437289974,0.691678429413157,nigra,high
1991,5.03257278811295,0.484475594097723,nigra,high
1992,5.39911220578457,0.530991212504169,nigra,high
1993,4.57166186617008,0.452424754107037,nigra,high
1994,2.35361799524651,0.276654821539031,nigra,high
1995,0.883436095528708,0.10479506202652,nigra,high
1996,1.94852066093721,0.289599992821141,nigra,high
1997,5.40538383342263,0.514428787608469,nigra,high
1998,5.65564029895795,0.571861321711288,nigra,high
1999,1.07403907768373,0.168710665444008,nigra,high
2000,2.8090703758029,0.288183838364022,nigra,high
2001,3.73394661190542,0.376320653431275,nigra,high
2002,3.02908582509482,0.327272419043768,nigra,high
2003,3.67409379002339,0.34927902539121,nigra,high
2004,3.60650820980184,0.363182048720301,nigra,high
2005,0.938078037886374,0.0957338879200152,nigra,high
2006,2.13474794903342,0.228770345443608,nigra,high
2007,1.61370688919009,0.187999317188681,nigra,high
2008,1.68040644566267,0.226487158530281,nigra,high
2009,2.88662248677279,0.288166889712033,nigra,high
2010,4.34824446938314,0.421139002873026,nigra,high
2011,3.44460348699556,0.343472252292627,nigra,high
2012,1.01999158563109,0.120624455343262,nigra,high
2013,2.79751646483906,0.242181747419153,nigra,high
2014,1.28669492978455,0.134103157354987,nigra,high
2015,2.323555223155,0.200996167515517,nigra,high
2016,1.06375974615204,0.103892273227604,nigra,high
2017,1.88628347931732,0.164470769985265,nigra,high
2018,2.16364583761169,0.195380374292865,nigra,high
2019,1.33605862347841,0.135124118360111,nigra,high
2020,3.07762548661016,0.272965310477462,nigra,high
1965,0.139539048408336,0.0622168122417754,sylvestris,low
1966,0.167259538108775,0.0853741642964222,sylvestris,low
1967,0.308921006568253,0.111732578069656,sylvestris,low
1968,0.610843077507769,0.176697892415027,sylvestris,low
1969,1.40268916543774,0.296560468460333,sylvestris,low
1970,1.53140005276386,0.329665810278165,sylvestris,low
1971,2.14036391098267,0.339931497222596,sylvestris,low
1972,3.03798553914087,0.472986520467883,sylvestris,low
1973,3.84099303897271,0.535134553121013,sylvestris,low
1974,4.28519590300042,0.515583098666699,sylvestris,low
1975,4.67696507751517,0.428084069670121,sylvestris,low
1976,7.27854111816707,0.544394729697762,sylvestris,low
1977,8.26920977342557,0.696236630354371,sylvestris,low
1978,10.1162078107061,0.820488410210749,sylvestris,low
1979,8.90048412090048,0.707486489981082,sylvestris,low
1980,9.17970307652718,0.735694965852856,sylvestris,low
1981,7.50574236453216,0.663116889188394,sylvestris,low
1982,8.49432249868035,0.824888127852773,sylvestris,low
1983,6.1375437920159,0.658788185068231,sylvestris,low
1984,8.14264442013029,0.819035530046532,sylvestris,low
1985,6.63171499460922,0.668284738323148,sylvestris,low
1986,5.43068021728618,0.567701351213161,sylvestris,low
1987,4.96160970099683,0.498899496637465,sylvestris,low
1988,5.76707508827236,0.561467297146049,sylvestris,low
1989,5.92844206245461,0.43961279801043,sylvestris,low
1990,6.32599703522236,0.466528652316903,sylvestris,low
1991,4.62191789801431,0.332148704184309,sylvestris,low
1992,4.13231112183839,0.31154175448688,sylvestris,low
1993,3.33713898771396,0.227740169987198,sylvestris,low
1994,2.6177029737646,0.173298899438669,sylvestris,low
1995,0.740464710578241,0.106851376093102,sylvestris,low
1996,3.10906877762914,0.276302641190052,sylvestris,low
1997,2.94789037872019,0.283982045907211,sylvestris,low
1998,5.85465388780881,0.524348748886607,sylvestris,low
1999,3.32728037296538,0.336304130043473,sylvestris,low
2000,6.66870698328209,0.532465583557477,sylvestris,low
2001,6.94932562711045,0.52412145370953,sylvestris,low
2002,5.22036714176257,0.386965861077619,sylvestris,low
2003,5.57547587780331,0.384923128182508,sylvestris,low
2004,6.17146835323294,0.455272838455394,sylvestris,low
2005,2.98467374741034,0.264697062155752,sylvestris,low
2006,3.46041616417242,0.238980901126382,sylvestris,low
2007,3.12147278684863,0.208843318974648,sylvestris,low
2008,3.99400716630618,0.281109110593943,sylvestris,low
2009,3.64072697304129,0.345284393805247,sylvestris,low
2010,4.56941394567919,0.427707083931223,sylvestris,low
2011,6.35728801703636,0.567653045538614,sylvestris,low
2012,2.96268266467034,0.301356475488025,sylvestris,low
2013,7.03749397794537,0.608194589151504,sylvestris,low
2014,4.2980576424923,0.388499526962326,sylvestris,low
2015,3.86488348348828,0.294798410188757,sylvestris,low
2016,2.97795261969052,0.261391485667553,sylvestris,low
2017,3.59475735037847,0.322265443942044,sylvestris,low
2018,3.91588965547253,0.375879516019988,sylvestris,low
